Dates,ABE.MC.Adjusted,ANA.MC.Adjusted,ACX.MC.Adjusted,ACS.MC.Adjusted,AENA.MC.Adjusted,AMS.MC.Adjusted,MTS.MC.Adjusted,COL.MC.Adjusted,SAB.MC.Adjusted,SAN.MC.Adjusted,BKIA.MC.Adjusted,BKT.MC.Adjusted,BBVA.MC.Adjusted,CABK.MC.Adjusted,CLNX.MC.Adjusted,DIA.MC.Adjusted,ENG.MC.Adjusted,ELE.MC.Adjusted,FER.MC.Adjusted,SGRE.MC.Adjusted,GAS.MC.Adjusted,GRF.MC.Adjusted,IBE.MC.Adjusted,ITX.MC.Adjusted,IDR.MC.Adjusted,IAG.MC.Adjusted,MAP.MC.Adjusted,TL5.MC.Adjusted,MEL.MC.Adjusted,MRL.MC.Adjusted,REE.MC.Adjusted,REP.MC.Adjusted,TRE.MC.Adjusted,TEF.MC.Adjusted,VIS.MC.Adjusted
2009-01-08,6.959807,56.550087,8.519006,20.277822,NA,NA,37.958126,47.360729,2.071497,3.112997,NA,2.692189,4.956796,1.705435,NA,NA,8.410621,12.366857,3.327102,11.573101,9.446527,5.328273,4.023349,2.975243,12.269207,NA,1.448796,5.031719,3.874563,NA,1.331067,9.58976,13.947713,8.286802,10.647507
2009-01-09,6.82169,56.279789,8.304996,20.138933,NA,NA,37.38496,53.214272,2.051498,3.086319,NA,2.667567,4.900719,1.687731,NA,NA,8.351505,12.467709,3.167794,11.768564,9.599516,5.381312,3.898788,2.9222,12.120309,NA,1.415363,5.037979,3.902238,NA,1.321877,9.61954,13.845658,8.24557,10.196209
2009-01-12,6.614457,53.396732,8.229055,19.704903,NA,NA,35.961246,56.407204,2.031506,3.041843,NA,2.638836,4.782767,1.675929,NA,NA,8.335107,11.955049,3.008485,11.507946,9.397009,5.352752,3.842735,2.883624,11.792733,NA,1.420938,4.91907,3.920688,NA,1.293572,9.309812,13.743603,8.16827,10.104424
2009-01-13,6.842894,53.306637,8.111693,19.236155,NA,NA,34.981293,50.021427,1.963522,2.93956,NA,2.560868,4.593971,1.628719,NA,NA,8.225794,11.702923,2.947212,11.304337,9.315996,5.548585,3.867647,2.87398,12.038415,NA,1.3875,4.925329,3.911463,NA,1.3046,9.291942,13.54629,8.044576,10.295649
2009-01-14,6.678243,50.183319,7.94601,18.6343,NA,NA,32.355843,50.021427,1.879539,2.712757,NA,2.458265,4.313644,1.605115,NA,NA,8.176604,11.043187,2.843049,10.498049,9.068465,5.756657,3.699488,2.807434,11.807622,NA,1.365211,4.812679,3.754636,NA,1.288793,9.172815,12.933952,7.776602,10.440983
2009-01-15,6.662313,49.07214,7.669866,18.92944,NA,NA,31.745716,50.021427,1.84355,2.703859,NA,2.573178,4.302199,1.622818,NA,NA,8.121947,11.295314,2.812413,10.245574,9.207979,5.732178,3.687032,2.693632,11.807622,NA,1.376356,4.80016,3.607033,NA,1.308643,8.830567,12.995186,7.683819,11.137047
2009-01-16,6.63572,51.324532,7.662963,18.732683,NA,NA,32.966076,47.360729,1.847551,2.717201,NA,2.630629,4.187784,1.622818,NA,NA,8.242193,10.69441,2.745013,10.612069,9.253004,5.67506,3.69326,2.799719,11.919297,NA,1.365211,4.881519,3.607033,NA,1.286587,8.793568,13.212905,7.730211,11.236485
2009-01-19,6.5931940000000004,50.904087,7.690578,19.085691,NA,NA,31.505407,44.167889,1.747571,2.58379,NA,2.511618,4.039034,1.58151,NA,NA,8.023566,10.652389,2.695995,10.669081,9.239472,5.740336,3.718172,2.765964,11.904407,NA,1.225906,4.90029,3.450206,NA,1.293204,8.750401,13.512273,7.745692,11.534798
2009-01-20,6.460408,50.213348,7.373013,18.906294,NA,NA,31.505407,44.167889,1.671591,2.388115,NA,2.445954,3.804475,1.599214,NA,NA,7.826801,10.673400000000001,2.622468,10.188562,9.194502,5.724018,3.792909,2.673379,11.547051,NA,1.198042,4.637441,3.431755,NA,1.291366,8.528404,13.301354,7.694139,11.473606
2009-01-21,6.412611,51.895138,7.414435,18.91787,NA,NA,31.986122,47.360729,1.659594,2.397007,NA,2.573178,3.7301,1.622818,NA,NA,7.526195,9.748932,2.530559,10.033822,8.888471,5.817855,3.736856,2.755355,12.068194,NA,1.225906,4.286973,3.459431,NA,1.249828,8.485238,13.209912,7.611679,11.159995
2009-01-22,6.47101,50.753929,7.17281,18.564857,NA,NA,31.634821,44.167889,1.643597,2.383666,NA,2.556757,3.695776,1.599214,NA,NA,7.613641,9.454782,2.30385,9.93609,8.690455,5.830094,3.743085,2.740889,11.777843,NA,1.175754,4.293232,3.367179,NA,1.242108,8.522237,12.991858,7.503465,11.397115
2009-01-23,6.31163,50.813984,6.993317,18.466476,NA,NA,30.469954,44.167889,1.603606,2.379222,NA,2.532136,3.690054,1.605115,NA,NA,7.384084,9.959039,2.389632,9.911654,8.690455,5.813776,3.799138,2.816114,11.762954,NA,1.153465,4.161804,3.274928,NA,1.223728,8.491405,13.223981,7.560125,10.938172
2009-01-26,6.48694,52.438244,7.407531,19.79171,NA,NA,33.132462,47.360729,1.6316,2.517083,NA,2.647049,3.890289,1.605115,NA,NA,7.32943,10.043081,2.340613,10.375882,8.77596,5.695459,3.830278,2.835402,11.785288,NA,1.209187,4.161804,3.394855,NA,1.196527,8.768901,13.878143,7.606516,10.907575
2009-01-27,6.5931940000000004,54.567402,7.428241,19.08444,NA,NA,34.149288,47.360729,1.6316,2.557107,NA,2.65936,3.998988,1.622818,NA,NA,7.362223,9.807761,2.420268,10.261863,8.739921,5.544505,3.830278,2.819007,11.874627,NA,1.175754,4.318263,3.44098,NA,1.209392,8.7874,14.138406,7.379773,11.27473
2009-01-28,6.763236,53.867821,7.524891,19.369722,NA,NA,37.458881,47.360729,1.663595,2.899535,NA,2.70861,4.313644,1.646423,NA,NA,7.586315,9.853986,2.493796,10.848255,8.892961,5.601623,3.886332,2.884588,11.874627,NA,1.259338,4.399622,3.625484,NA,1.197261,8.9539,14.14544,7.513786,11.542344
2009-01-29,6.688847,53.259483,7.089967,19.090384,NA,NA,34.537632,47.360729,1.567616,2.828383,NA,2.720921,4.187784,1.587412,NA,NA,7.471534,10.227974,2.487667,10.506192,8.537412,5.622022,3.767997,2.821901,11.740619,NA,1.23705,4.280714,3.643934,NA,1.18072,8.855233,14.166544,7.23549,11.643186
2009-01-30,6.747303,53.837399,7.069255,18.721891,NA,NA,32.540768,47.360729,1.567616,2.810594,NA,2.782481,4.193501,1.611015,NA,NA,7.433278,10.156538,2.383505,10.734234,8.483406,5.622022,3.786681,2.881695,11.72573,NA,1.231481,4.218132,3.643934,NA,1.183661,8.657903,14.314257,7.178778,11.40272
2009-02-02,6.566661,52.681561,6.896666,18.389057,NA,NA,32.984516,44.167889,1.539622,2.686661,NA,2.634739,4.101965,1.557906,NA,NA,7.351292,10.198559,2.254832,9.960522,8.172878,5.503707,3.705715,2.845047,11.658725,NA,1.242625,4.080444,3.570132,NA,1.157194,8.534571,14.194679,7.122119,11.697484
2009-02-03,6.614457,52.681561,6.813824,18.698112,NA,NA,33.613174,47.360729,1.567616,2.732041,NA,2.741439,4.187784,1.587412,NA,NA,7.433278,10.232177,2.352868,10.294439,8.375385,5.495547,3.780453,2.853727,11.651279,NA,1.192473,3.805083,3.643934,NA,1.178146,8.639403,14.35646,7.29215,12.093088
2009-02-04,6.800429,54.263237,7.152099,19.167648,NA,NA,37.033661,44.167889,1.575612,2.791042,NA,2.70861,4.290761,1.552005,NA,NA,7.466069,10.333028,2.463159,10.424748,8.033366,5.385391,3.736856,2.961742,11.718285,NA,1.276058,3.880183,3.76386,NA,1.205716,8.849069,14.806634,7.421003,12.201687
2009-02-05,6.784497,54.749893,7.048544,19.286518,NA,NA,38.272362,44.167889,1.543623,2.759271,NA,2.700396,4.239268,1.510697,NA,NA,7.378621,10.324622,2.555068,10.384027,7.754337,5.487387,3.624751,2.952098,11.733174,NA,1.276058,3.823856,3.736185,NA,1.206451,8.855233,15.791402,7.441646,12.488695
2009-02-06,6.981071,55.966557,7.214231,19.696615,NA,NA,40.657497,47.360729,1.571617,2.759271,NA,2.774268,4.267876,1.492993,NA,NA,7.531658,10.312019,2.604086,10.693511,7.731826,5.524106,3.643435,3.033109,11.911853,NA,1.248194,3.942764,3.791536,NA,1.231448,9.052567,16.051664,7.591089,12.729157
2009-02-09,7.007607,57.36573,7.089967,19.934355,NA,NA,40.676014,44.167889,1.579613,2.759271,NA,2.876869,4.267876,1.557906,NA,NA,7.635505,10.236379,2.671486,11.108873000000001,7.826365,5.544505,3.618524,3.125693,12.187313,NA,1.248194,3.898955,3.874563,NA,1.224464,9.182064,16.670662,7.585929,11.875895
2009-02-10,6.933216,55.388634,7.165906,19.791714,NA,NA,37.089066,44.167889,1.579613,2.673046,NA,2.852242,4.147734,1.492993,NA,NA,7.471534,9.996857,2.689867,10.612069,7.650813,5.475149,3.537558,3.016715,11.829958,NA,1.264913,3.786305,3.846887,NA,1.222258,8.972399,16.058697,7.421003,11.712998
2009-02-11,6.805758,53.898235,7.083064,20.142376,NA,NA,37.53281,44.167889,1.571617,2.663971,NA,2.958942,4.096247,1.463487,NA,NA,7.487933,10.257389,2.665359,10.807532,7.659847,5.360912,3.469049,3.099655,11.628945,NA,1.281627,3.755014,3.662384,NA,1.207187,8.873734,15.840644,7.384932,12.023274
2009-02-12,6.747303,53.867821,6.924282,19.880865,NA,NA,35.942814,44.167889,1.543623,2.591356,NA,2.975363,3.993264,1.475289,NA,NA,7.477001,10.080898,2.659231,10.416606,7.556322,5.356832,3.43168,2.98971,11.316259,NA,1.276058,3.742496,3.551682,NA,1.204246,8.534571,15.439704,7.256081,12.023274
2009-02-13,6.82169,53.016155,7.007124,20.433605,NA,NA,36.830212,44.167889,1.547625,2.595896,NA,3.028716,3.947497,1.475289,NA,NA,7.149064,9.900206,2.757267,10.791244,7.443814,5.320114,3.43168,3.05722,11.502382,NA,1.198042,3.742496,3.496331,NA,1.170795,8.59007,16.100899,7.467396,12.007764
2009-02-16,6.81636,52.194908,6.924282,20.172092,NA,NA,36.257053,44.167889,1.491636,2.491516,NA,2.897388,3.724378,1.433982,NA,NA,6.930436,9.706911,2.671486,10.644646,7.232269,5.340513,3.363171,3.037932,11.614056,NA,1.170184,3.579777,3.3856290000000002,NA,1.16234,8.442071,15.896914,7.37461,11.852624
2009-02-17,6.662313,50.187408,6.620524,19.87492,NA,NA,34.038399,41.507191,1.41965,2.323601,NA,2.880973,3.461212,1.416278,NA,NA,7.072545,9.526219,2.610214,10.286295,7.259274,5.303794,3.450364,2.872051,11.487493,NA,1.153465,3.629846,3.330278,NA,1.146901,8.170741,16.107937,7.256081,11.868136
2009-02-18,6.694176,50.82616,6.5583920000000004,20.100775,NA,NA,34.29723,44.167889,1.41965,2.368981,NA,2.8891810000000002,3.575634,1.404475,NA,NA,7.034284,9.660686,2.634722,9.887223,7.227777,5.41803,3.375628,2.869157,11.60661,NA,1.125602,3.485905,3.228802,NA,1.143224,8.232409,15.728096,7.204579,11.976732
2009-02-19,6.64105,51.099911,6.392708,19.940296,NA,NA,33.113937,41.507191,1.411655,2.359906,NA,2.872759,3.558472,1.398574,NA,NA,7.067078,10.017867,2.634722,9.968665,7.173768,5.303794,3.518874,2.909662,11.316259,NA,1.114458,3.504677,3.108875,NA,1.16234,8.300241,15.960221,7.15819,12.116357
2009-02-20,6.40195,51.008652,6.220115,19.322174,NA,NA,31.779722,41.507191,1.323678,2.232835,NA,2.741439,3.329629,1.333662,NA,NA,7.105337,10.173345,2.487667,9.610316,6.926238,5.340513,3.400539,2.817078,10.839785,NA,1.036448,3.360737,2.933597,NA,1.157929,7.726747,14.947324,7.055086,12.302528
2009-02-23,6.348824,47.449913,6.157985,19.173588,NA,NA,29.772625,41.507191,1.295684,2.196526,NA,2.667567,3.226653,1.321859,NA,NA,7.203718,10.37505,2.395759,9.2764,6.912762,5.360912,3.350715,2.822865,10.780226,NA,1.003015,3.298155,2.832121,NA,1.187704,7.615749,14.827739,7.137547,12.37234
2009-02-24,6.359425,48.666576,6.08895,19.143875,NA,NA,29.326574,41.507191,1.271691,2.132991,NA,2.712706,3.186602,1.310057,NA,NA,7.121734,10.291006,2.432523,9.146088,6.908216,5.230358,3.282206,2.852762,10.623882,NA,0.952864,3.154208,2.749094,NA,1.175941,7.486249,15.439704,7.173618,12.054305
2009-02-25,6.125659,46.628674,6.006105,19.078495,NA,NA,29.549603,41.507191,1.271691,2.191991,NA,2.667567,3.255255,1.304156,NA,NA,7.045214,9.837177,2.383505,9.040213,6.741698,5.234437,3.30089,2.812256,10.594103,NA,0.936144,3.241827,2.656843,NA,1.156458,7.510917,15.320127,7.204579,11.945708
2009-02-26,6.035396,48.058254,6.275345,19.393499,NA,NA,29.995642,41.507191,1.315676,2.332675,NA,2.831725,3.466934,1.357266,NA,NA,7.07801,9.479995,2.420268,9.325263,6.813727,5.222197,3.350715,2.840224,10.460093,NA,0.947288,3.504677,2.684519,NA,1.181823,7.850079,15.826573,7.627159,11.837108
2009-02-27,5.85473,47.814911,6.296056,18.721891,NA,NA,28.508894,38.314259,1.311682,2.223755,NA,2.667567,3.312468,1.310057,NA,NA,6.974162,9.198453,2.30385,8.608562,6.440211,5.103882,3.238609,2.886517,10.757891,NA,0.902711,3.548486,2.500015,NA,1.174838,7.535583,15.650724,7.580768,11.91468
2009-03-02,5.551904,47.997414,5.868034,18.056221,NA,NA,26.66894,38.314259,1.235695,2.042225,NA,2.544446,3.003534,1.268749,NA,NA,6.673553,8.908507,2.132287,8.087326,6.053165,4.879492,2.989485,2.763071,10.579214,NA,0.885998,3.254346,2.453889,NA,1.129624,7.239585,15.073934,7.498306,12.100846
2009-03-03,5.482833,48.484081,5.674735,17.83037,NA,NA,26.947741,35.653561,1.235695,2.00592,NA,2.651146,2.934881,1.27465,NA,NA,6.443993,8.446274,2.083269,7.728974,6.026161,4.961088,2.970801,2.752462,10.564323,NA,0.869279,3.260606,2.214036,NA,1.076322,7.17792,15.615552,7.544696,12.29477
2009-03-04,5.647532,49.487823,5.874938,18.198866,NA,NA,30.292976,38.314259,1.2317,2.08307,NA,2.675775,3.003534,1.256947,NA,NA,6.449461,8.521913,2.162923,7.745264,6.165675,4.969248,3.095363,2.66277,10.757891,NA,0.885998,3.210536,2.121784,NA,1.067132,7.498582,16.529978,7.606516,12.155146
2009-03-05,5.498777,47.906162,5.591892,17.83037,NA,NA,27.412409,35.653561,1.199705,1.92423,NA,2.560868,2.791854,1.209737,NA,NA,6.411199,8.866487,1.99136,6.938973,5.814618,4.38583,2.933433,2.38791,10.504765,NA,0.77455,2.978977,1.762003,NA,1.024123,7.264252,15.474874,7.451914,12.29477
2009-03-06,5.365955,47.115326,5.847323,17.212252,NA,NA,26.891966,35.653561,1.187709,1.87885,NA,2.642939,2.688878,1.239243,NA,NA,6.465858,8.866487,1.948469,6.694643,5.634622,4.479666,2.858696,2.439025,10.251637,NA,0.791269,2.853809,1.5406,NA,1.074117,7.208752,15.903948,7.37461,12.41888
2009-03-09,5.424394,45.929085,5.812806,16.849701,NA,NA,26.799032,38.314259,1.207708,1.81531,NA,2.733231,2.677433,1.221539,NA,NA,6.427598,8.732019,1.905578,6.548045,5.571577,4.312393,2.77773,2.372479,10.541988,NA,0.791269,2.847549,1.614401,NA,1.080734,7.196418,16.044628,7.194259,12.558507
2009-03-10,5.668782,48.058254,6.220115,17.360834,NA,NA,28.917686,35.653561,1.307681,2.042225,NA,2.819413,2.929159,1.215638,NA,NA,6.32375,8.660583,2.040378,7.272892,5.144056,4.300154,2.977029,2.463135,10.504765,NA,0.874854,2.947687,1.955731,NA,1.057575,7.572581,16.164206,7.317954,11.968978
2009-03-11,5.897219,47.024086,6.247732,17.473764,NA,NA,29.735464,35.653561,1.359668,2.101225,NA,2.798888,3.020696,1.209737,NA,NA,6.055934,8.44207,2.040378,7.118148,5.265565,4.312393,2.914748,2.501712,10.415425,NA,0.858135,2.928909,1.937281,NA,1.005744,7.652747,16.25565,7.343703,11.433746
2009-03-12,5.955678,47.814911,6.247732,17.551029,NA,NA,27.876984,38.314259,1.395657,2.169296,NA,2.864553,3.106511,1.209737,NA,NA,6.116056,8.584946,2.095523,7.069283,5.274566,4.487827,3.051767,2.511357,10.504765,NA,0.85256,2.791228,1.946506,NA,1.021551,7.615749,16.333025,7.462234,11.712998
2009-03-13,5.923813,47.176174,5.943974,17.711502,NA,NA,27.691114,41.507191,1.399659,2.23737,NA,2.745542,3.180885,1.251045,NA,NA,6.126987,8.597549,2.058759,7.500933,5.004537,4.37767,3.126503,2.481459,10.534544,NA,0.891567,2.816259,2.047983,NA,1.043974,7.504747,16.368193,7.565286,11.371692
2009-03-16,5.987542,49.54866,5.950877,17.753109,NA,NA,26.631786,38.314259,1.415656,2.328136,NA,2.70861,3.323907,1.286453,NA,NA,6.07233,8.678428,2.107778,7.606809,5.009821,4.463347,3.313346,2.540289,10.668552,NA,0.913856,2.978977,2.047983,NA,1.030741,7.64658,16.656591,7.771442,11.441504
2009-03-17,6.030066,49.061996,5.826613,17.87792,NA,NA,23.621126,38.314259,1.399659,2.319061,NA,2.749645,3.329629,1.268749,NA,NA,6.11059,8.873252,2.071014,7.639387,4.624044,4.426629,3.344487,2.563435,10.839785,NA,0.880423,2.872587,1.983407,NA,1.033681,7.695913,17.156006,7.812671,10.937303
2009-03-18,6.141649,48.392834,5.874938,17.955181,NA,NA,23.621126,41.507191,1.431647,2.314521,NA,2.807102,3.363953,1.304156,NA,NA,6.165247,8.92048,2.150669,7.378767,4.597621,4.41031,3.332031,2.602012,10.921679,NA,0.930575,2.935169,2.011082,NA,1.057943,7.609581,17.282621,7.792029,10.890762
2009-03-19,6.125659,50.15699,6.116563,18.127544,NA,NA,25.8141,38.314259,1.455647,2.359906,NA,2.913803,3.409722,1.304156,NA,NA,6.225368,9.038555,2.132287,7.671964,4.507782,4.328712,3.363171,2.626123,10.958905,NA,0.947288,2.910137,1.909606,NA,1.049488,7.677413,17.789066,7.68898,10.805435
2009-03-20,6.210707,51.099911,6.309865,18.169144,NA,NA,26.111435,41.507191,1.455647,2.359906,NA,2.971259,3.392559,1.357266,NA,NA,6.547842,9.162534,2.138414,7.533511,4.486645,4.263435,3.394312,2.651197,10.824895,NA,0.936144,2.835037,1.826579,NA,1.082204,7.683579,16.199379,7.627159,10.859733
2009-03-23,6.3753590000000004,52.377403,6.682657,18.454433,NA,NA,27.319477,38.314259,1.519631,2.468826,NA,3.106685,3.615678,1.404475,NA,NA,6.635293,9.203858,2.162923,7.810418,4.703313,4.251195,3.518874,2.604905,11.025908,NA,0.958438,3.047818,1.946506,NA,1.09654,8.035075,16.466673,7.786921,10.875249
2009-03-24,6.364757,51.312824,6.461741,18.484148,NA,NA,29.363733,41.507191,1.547625,2.48244,NA,3.151836,3.690054,1.386772,NA,NA,6.575171,9.221569,2.150669,7.842995,5.194783,4.202237,3.506417,2.578866,10.795115,NA,0.930575,3.279377,2.16791,NA,1.132565,8.022744,16.600319,7.812671,11.519075
2009-03-25,6.332893,51.495323,6.254634,18.715948,NA,NA,29.010622,38.314259,1.55562,2.48244,NA,3.221598,3.758707,1.422179,NA,NA,6.640758,9.274703,2.175178,7.965158,5.554137,4.402149,3.587383,2.701348,10.601547,NA,0.919431,3.154208,2.158685,NA,1.134035,8.176909,16.867611,7.83326,11.875895
2009-03-26,6.332893,50.582825,6.199407,18.858587,NA,NA,29.140711,38.314259,1.579613,2.505131,NA,3.233908,3.747263,1.433982,NA,NA,6.274559,9.073977,2.126159,8.128047,5.717961,4.353192,3.506417,2.723529,10.83234,NA,0.925,3.116658,2.121784,NA,1.102789,8.139908,16.614386,7.869332,11.635427
2009-03-27,6.306301,49.639896,6.102756,18.840761,NA,NA,29.753998,41.507191,1.567616,2.423441,NA,3.176457,3.621402,1.392673,NA,NA,6.252697,8.678428,2.10165,7.948871,5.628124,4.434789,3.381855,2.774644,10.921679,NA,0.947288,3.141696,2.075659,NA,1.096173,8.047409,16.621418,7.740531,11.526831
2009-03-30,6.056601,45.655338,5.868034,18.186977,NA,NA,26.761875,38.314259,1.491636,2.24191,NA,2.99588,3.341068,1.351365,NA,NA,6.006742,8.241558,1.997487,7.541655,5.696823,4.283834,3.207469,2.718707,10.541988,NA,0.891567,3.110406,1.964957,NA,1.055369,7.714414,16.318956,7.616838,11.348423
2009-03-31,6.253172,47.115326,6.040624,18.567358,NA,NA,28.323029,38.314259,1.511629,2.355366,NA,3.270847,3.495541,1.433982,NA,NA,5.831843,8.312401,2.064887,7.867428,5.437876,4.426629,3.288434,2.83058,10.810005,NA,0.919431,3.266865,1.964957,NA,1.080734,8.035075,16.818373,7.740531,11.348423
2009-04-01,6.370088,47.966991,6.137274,19.2568,NA,NA,29.605377,44.167889,1.515629,2.446131,NA,3.225707,3.615678,1.380871,NA,NA,6.055934,8.276979,2.071014,8.038459,5.649261,4.516385,3.332031,2.961742,10.824895,NA,0.952864,3.392027,2.223261,NA,1.067132,8.152242,17.19821,7.781763,11.488046
2009-04-02,6.444476,50.309078,6.592909,19.851145,NA,NA,33.842609,41.507191,1.620924,2.677586,NA,3.521192,3.987549,1.433982,NA,NA,6.088729,8.719755,2.16905,9.137944,5.834223,4.667339,3.419223,3.135337,11.055687,NA,1.02339,3.492165,2.352413,NA,1.080734,8.559237,17.845343,7.926045,11.635427
2009-04-03,6.417882,51.708229,7.04639,20.029449,NA,NA,33.954163,44.167889,1.62514,2.677586,NA,3.545813,4.033317,1.433982,NA,NA,6.0614,8.766984,2.242578,9.602171,5.575278,4.626541,3.425452,3.1102629999999998,11.048243,NA,0.999999,3.492165,2.416989,NA,1.043606,8.55307,17.732794,7.817832,11.115712
2009-04-06,6.338223,51.556149,6.976624,20.296907,NA,NA,33.452343,44.167889,1.633587,2.659432,NA,3.664301,4.033317,1.445784,NA,NA,6.012209,8.879155,2.23645,9.162377,5.612268,4.679579,3.425452,3.05722,10.921679,NA,1.00585,3.667395,2.693743,NA,1.083674,8.559237,17.96492,7.83326,10.976087
2009-04-07,6.412611,51.039082,6.948719,20.326622,NA,NA,33.062077,44.167889,1.604038,2.673046,NA,3.689289,3.970381,1.510697,NA,NA,6.088729,9.091687,2.23645,9.146088,5.781377,4.675499,3.475277,3.033109,10.847229,NA,1.029241,3.848886,2.758319,NA,1.12411,8.651737,18.070429,7.843583,11.201039
2009-04-08,6.439146,51.769066,7.276619,20.588137,NA,NA,32.931988,44.167889,1.637803,2.722967,NA,3.747586,4.039034,1.516597,NA,NA,6.099659,9.062169,2.346741,9.24382,5.813084,4.765255,3.500189,3.05722,10.839785,NA,1.035085,3.992832,2.712193,NA,1.136976,8.664071,18.147802,7.781763,11.480288
2009-04-09,6.561331,51.860325,7.58359,20.920963,NA,NA,35.682571,44.167889,1.743337,2.958957,NA,3.760077,4.450949,1.557906,NA,NA,6.099659,9.032652,2.432523,9.610316,5.813084,4.814214,3.550014,3.158484,10.929125,NA,1.099414,4.268201,2.822896,NA,1.108303,8.923065,18.64019,7.812671,11.263096000000001
2009-04-14,6.736642,50.582825,7.785911,21.057669,NA,NA,37.076382,44.167889,1.840423,3.027033,NA,3.780896,4.645461,1.616917,NA,NA,6.422133,9.091687,2.43865,10.123408,5.813084,4.593902,3.599839,3.171021,10.929125,NA,1.257306,4.599891,3.090425,NA,1.122272,8.997066,18.436199,7.766282,11.022628
2009-04-15,6.704345,49.244492,7.855678,20.861532,NA,NA,36.983444,47.360729,1.823537,2.940807,NA,3.805877,4.536763,1.640522,NA,NA,6.383873,8.873252,2.499923,10.074542,6.00333,4.712217,3.506417,3.216349,10.780226,NA,1.216375,4.931581,3.13655,NA,1.109038,8.670236,18.513575,7.75596,11.053657
2009-04-16,6.851635,47.784492,7.764982,21.396442,NA,NA,38.377266,47.360729,1.848863,3.040648,NA,3.914145,4.605416,1.658225,NA,NA,6.657155,8.831925,2.628595,10.424748,6.394394,4.842772,3.568698,3.178736,10.661107,NA,1.233915,4.255682,3.155001,NA,1.113082,8.849069,18.464334,7.859064,11.045901
2009-04-17,7.048002,46.446159,7.862655,21.871918,NA,NA,41.016281,47.360729,1.861526,3.131413,NA,3.835029,4.702677,1.646423,NA,NA,6.668085,8.938193,2.689867,10.6365,6.278132,4.928449,3.643435,3.168128,10.713223,NA,1.22222,4.362072,3.118101,NA,1.159399,8.935401,18.907478,8.008506,10.991602
2009-04-20,6.835276,46.050743,7.674286,21.277575,NA,NA,36.518871,44.167889,1.819314,2.972572,NA,3.6185,4.490995,1.616917,NA,NA,6.553308,8.755177,2.518305,9.846501,6.278132,4.89581,3.537558,3.026358,10.527099,NA,1.187133,4.005344,2.970498,NA,1.130359,8.55307,17.782038,7.83326,10.782164
2009-04-21,6.802559,46.841579,7.688241,21.390503,NA,NA,37.113525,47.360729,1.772886,2.909038,NA,3.597682,4.382297,1.628719,NA,NA,6.569705,8.879155,2.499923,9.765058,6.3574,4.90397,3.550014,3.076509,10.251637,NA,1.216375,4.042895,3.007398,NA,1.123007,8.454406,18.021191,7.668389,11.022628
2009-04-22,6.949848,48.058254,7.848701,21.818432,NA,NA,38.860466,44.167889,1.8362,3.031573,NA,3.851682,4.548203,1.687731,NA,NA,6.733674,8.831925,2.585704,9.952378,6.452525,4.806054,3.630979,3.229851,10.661107,NA,1.251462,4.280714,3.228802,NA,1.121169,8.633236,18.605015,7.714781,11.185526
2009-04-23,6.895297,47.297825,7.778934,21.854095,NA,NA,37.410866,44.167889,1.819314,2.958957,NA,3.826696,4.490995,1.687731,NA,NA,6.870316,8.766984,2.561195,10.473615,6.51594,4.89173,3.612295,3.21442,10.594103,NA,1.274853,4.249423,3.551682,NA,1.117493,8.59007,18.175943,7.694139,11.131227
2009-04-24,6.938903,47.936588,7.932422,22.020506,NA,NA,38.191486,47.360729,1.823537,3.049722,NA,3.764241,4.616855,1.699533,NA,NA,6.914039,9.233378,2.622468,10.693511,6.404963,5.116122,3.655891,3.175844,10.646218,NA,1.245611,4.243164,3.883788,NA,1.12411,8.873734,18.499508,7.704462,11.201039
2009-04-27,6.928016,47.115326,7.953351,22.050228,NA,NA,37.206467,44.167889,1.806651,3.017958,NA,3.747586,4.536763,1.687731,NA,NA,6.793795,9.156629,2.567323,10.327017,6.251708,5.079403,3.612295,3.12473,10.675998,NA,1.216375,4.393363,3.3856290000000002,NA,1.118228,8.756568,18.288486,7.601357,10.378802
2009-04-28,6.862521,45.259918,7.848701,21.574745,NA,NA,34.939186,44.167889,1.785548,2.977111,NA,3.610174,4.439504,1.640522,NA,NA,6.919506,8.961808,2.383505,10.807532,6.077316,5.316034,3.550014,3.050469,10.675998,NA,1.187133,4.430913,3.210352,NA,1.121537,8.645571,18.154839,7.555017,10.937303
2009-04-29,7.146212,46.385326,7.988235,22.228527,NA,NA,33.470963,44.167889,1.831977,3.158643,NA,3.718434,4.593971,1.68183,NA,NA,7.094406,9.369162,2.475414,11.255471,6.315124,5.360912,3.662119,3.12473,11.048243,NA,1.22807,4.430913,3.450206,NA,1.151312,8.812067,18.787903,7.529214,11.030386
2009-04-30,7.418961,47.510746,8.106838,22.55542,NA,NA,33.452343,44.167889,1.848863,3.405946,NA,3.747586,4.736999,1.68183,NA,NA,7.231046,9.664348,2.54894,11.719698,6.394394,5.43843,3.736856,3.123766,11.182251,NA,1.269002,4.487242,3.450206,NA,1.168589,8.923065,18.963755,7.426163,10.96833
2009-05-04,7.582609,50.734898,8.239392,22.299849,NA,NA,38.656063,47.360729,1.853086,3.371111,NA,3.822539,4.719838,1.711336,NA,NA,7.061613,9.687963,2.555068,13.364853,6.43667,5.43843,3.774226,3.43572,11.353484,NA,1.31579,4.693769,3.680834,NA,1.155723,9.071066,19.111469,7.585929,11.170012
